"Class","Order","Family","Genus"
"gammaproteobacteria","thiotrichales","piscirickettsiaceae","sulfurivirga"
"alphaproteobacteria","rickettsiales","candidatus midichloriaceae","candidatus cyrtobacter"
"betaproteobacteria","burkholderiales","comamonadaceae","brachymonas"
"gammaproteobacteria","enterobacterales","erwiniaceae","rosenbergiella"
"actinomycetia","propionibacteriales","propionibacteriaceae","propionibacterium"
"gammaproteobacteria","cellvibrionales","halieaceae","chromatocurvus"
"gammaproteobacteria","pseudomonadales","moraxellaceae","paraperlucidibaca"
"flavobacteriia","flavobacteriales","flavobacteriaceae","croceitalea"
"clostridia","eubacteriales","clostridiales family xvii. incertae sedis","sulfobacillus"
"bacilli","bacillales","planococcaceae","bhargavaea"
"chlorobia","chlorobiales","chlorobiaceae","prosthecochloris"
"clostridia","eubacteriales","peptococcaceae","thermincola"
"betaproteobacteria","betaproteobacteria","betaproteobacteria","imtechium"
"gammaproteobacteria","oceanospirillales","oleiphilaceae","oleiphilus"
"gammaproteobacteria","alteromonadales","pseudoalteromonadaceae","pseudoalteromonas"
"alphaproteobacteria","rhodobacterales","rhodobacteraceae","thioclava"
"clostridia","eubacteriales","oscillospiraceae","anaerobacterium"
"bacilli","bacillales","bacillales","exiguobacterium"
"cyanobacteria","synechococcales","chamaesiphonaceae","chamaesiphon"
"betaproteobacteria","burkholderiales","oxalobacteraceae","oxalobacter"
"clostridia","eubacteriales","heliobacteriaceae","heliobacillus"
"epsilonproteobacteria","nautiliales","nautiliaceae","nautilia"
"bacilli","bacillales","bacillaceae","natronobacillus"
"gammaproteobacteria","methylococcales","methylococcaceae","methylomonas"
"clostridia","eubacteriales","proteinivoraceae","anaerobranca"
"acidobacteriia","acidobacteriales","acidobacteriaceae","bryocella"
"cyanobacteria","chroococcales","geminocystaceae","annamia"
"clostridia","eubacteriales","eubacteriales","intestinimonas"
"bacilli","lactobacillales","carnobacteriaceae","granulicatella"
"cytophagia","cytophagales","flammeovirgaceae","rapidithrix"
"clostridia","eubacteriales","peptostreptococcaceae","peptostreptococcus"
"negativicutes","acidaminococcales","acidaminococcaceae","succinispira"
"alphaproteobacteria","maricaulales","robiginitomaculaceae","hellea"
"clostridia","eubacteriales","oscillospiraceae","ethanoligenens"
"alphaproteobacteria","rhodobacterales","roseobacteraceae","nereida"
"cyanobacteria","synechococcales","oculatellaceae","oculatella"
"betaproteobacteria","neisseriales","neisseriaceae","uruburuella"
"gammaproteobacteria","thiotrichales","thiotrichaceae","candidatus marithrix"
"gammaproteobacteria","enterobacterales","enterobacteriaceae","citrobacter"
"clostridia","eubacteriales","lachnospiraceae","dorea"
"actinomycetia","propionibacteriales","nocardioidaceae","propionicicella"
"negativicutes","selenomonadales","sporomusaceae","anaeroarcus"
"betaproteobacteria","neisseriales","chromobacteriaceae","vogesella"
"cytophagia","cytophagales","persicobacteraceae","fulvitalea"
"actinomycetia","pseudonocardiales","pseudonocardiaceae","lechevalieria"
"chlorobia","chlorobiales","chlorobiaceae","chlorobium"
"flavobacteriia","flavobacteriales","weeksellaceae","spongiimonas"
"mollicutes","entomoplasmatales","entomoplasmataceae","mesoplasma"
"alphaproteobacteria","rhodobacterales","rhodobacteraceae","tabrizicola"
"bacilli","bacillales","bacillaceae","microaerobacter"
"gammaproteobacteria","enterobacterales","hafniaceae","edwardsiella"
"coriobacteriia","coriobacteriales","atopobiaceae","olsenella"
"epsilonproteobacteria","campylobacterales","campylobacteraceae","sulfurospirillum"
"clostridia","eubacteriales","lachnospiraceae","pseudobutyrivibrio"
"alphaproteobacteria","rhodospirillales","thalassobaculaceae","nisaea"
"deltaproteobacteria","deltaproteobacteria","deltaproteobacteria","dissulfuribacter"
"actinomycetia","micrococcales","microbacteriaceae","pontimonas"
"actinomycetia","pseudonocardiales","pseudonocardiaceae","thermocrispum"
"alphaproteobacteria","hyphomicrobiales","stappiaceae","pseudovibrio"
"betaproteobacteria","burkholderiales","alcaligenaceae","pelistega"
"cyanobacteria","oscillatoriales","microcoleaceae","kamptonema"
"alphaproteobacteria","rhodospirillales","acetobacteraceae","saccharibacter"
"actinomycetia","micrococcales","microbacteriaceae","mycetocola"
"gammaproteobacteria","xanthomonadales","xanthomonadaceae","xylella"
"acidimicrobiia","acidimicrobiales","microthrixaceae","candidatus microthrix"
"fusobacteriia","fusobacteriales","leptotrichiaceae","sneathia"
"saprospiria","saprospirales","saprospiraceae","rubidimonas"
"gammaproteobacteria","enterobacterales","enterobacteriaceae","candidatus regiella"
"betaproteobacteria","burkholderiales","burkholderiaceae","ralstonia"
"betaproteobacteria","burkholderiales","comamonadaceae","pelomonas"
"holophagae","holophagales","holophagaceae","holophaga"
"gammaproteobacteria","chromatiales","ectothiorhodospiraceae","natronocella"
"clostridia","eubacteriales","oscillospiraceae","sporobacter"
"gammaproteobacteria","gammaproteobacteria","gammaproteobacteria","candidatus thioglobus"
"gloeobacteria","gloeobacterales","gloeobacteraceae","gloeobacter"
"flavobacteriia","flavobacteriales","flavobacteriaceae","yeosuana"
"chlamydiia","parachlamydiales","criblamydiaceae","criblamydia"
"gammaproteobacteria","oceanospirillales","oceanospirillaceae","marinospirillum"
"gammaproteobacteria","salinisphaerales","salinisphaeraceae","salinisphaera"
"actinomycetia","micrococcales","rarobacteraceae","rarobacter"
"clostridia","eubacteriales","peptostreptococcaceae","filifactor"
"florideophyceae","oscillatoriales","microcoleaceae","johansenia"
"alphaproteobacteria","sphingomonadales","sphingomonadaceae","stakelama"
"saprospiria","saprospirales","haliscomenobacteraceae","portibacter"
"alphaproteobacteria","hyphomicrobiales","methylocystaceae","methylocystis"
"cyanobacteria","nostocales","calotrichaceae","calothrix"
"spirochaetia","spirochaetales","sphaerochaetaceae","sphaerochaeta"
"deltaproteobacteria","desulfuromonadales","geobacteraceae","geoalkalibacter"
"thermotogae","kosmotogales","kosmotogaceae","kosmotoga"
"cyanobacteria","nostocales","nostocaceae","desmonostoc"
"deltaproteobacteria","desulfobacterales","desulfobulbaceae","desulfofustis"
"bacilli","bacillales","sporolactobacillaceae","scopulibacillus"
"alphaproteobacteria","rhodobacterales","roseobacteraceae","mameliella"
"aquificae","aquificales","aquificales","thermosulfidibacter"
"actinomycetia","streptosporangiales","nocardiopsaceae","thermobifida"
"gammaproteobacteria","chromatiales","chromatiaceae","allochromatium"
"clostridia","eubacteriales","lachnospiraceae","hespellia"
"clostridia","halanaerobiales","halobacteroidaceae","selenihalanaerobacter"
"bacilli","bacillales","planococcaceae","filibacter"
"clostridia","eubacteriales","peptococcaceae","sporotomaculum"
"actinomycetia","pseudonocardiales","pseudonocardiaceae","labedaea"
"actinomycetia","micromonosporales","micromonosporaceae","spirilliplanes"
"clostridia","eubacteriales","lachnospiraceae","coprococcus"
"actinomycetia","micrococcales","microbacteriaceae","frondihabitans"
"cytophagia","cytophagales","flammeovirgaceae","fabibacter"
"verrucomicrobiae","verrucomicrobiales","verrucomicrobiaceae","brevifollis"
"actinomycetia","actinomycetales","actinomycetaceae","trueperella"
"clostridia","eubacteriales","oscillospiraceae","saccharofermentans"
"clostridia","eubacteriales","proteinivoraceae","proteinivorax"
"clostridia","thermoanaerobacterales","thermoanaerobacteraceae","gelria"
"gammaproteobacteria","alteromonadales","colwelliaceae","thalassomonas"
"alphaproteobacteria","rhodobacterales","roseobacteraceae","nautella"
"gammaproteobacteria","thiotrichales","piscirickettsiaceae","thioalkalimicrobium"
"alphaproteobacteria","rhodobacterales","roseobacteraceae","loktanella"
"cyanobacteria","oscillatoriales","oscillatoriales","pseudoscillatoria"
"clostridia","thermosediminibacterales","thermosediminibacteraceae","thermosediminibacter"
"gammaproteobacteria","xanthomonadales","rhodanobacteraceae","metallibacterium"
"alphaproteobacteria","rickettsiales","rickettsiaceae","candidatus gigarickettsia"
"alphaproteobacteria","rhodospirillales","rhodospirillaceae","candidatus riegeria"
"betaproteobacteria","burkholderiales","burkholderiales","thiomonas"
"alphaproteobacteria","sphingomonadales","sphingosinicellaceae","polymorphobacter"
"bacilli","lactobacillales","carnobacteriaceae","marinilactibacillus"
"gammaproteobacteria","methylococcales","methylothermaceae","methylomarinovum"
"gammaproteobacteria","oceanospirillales","alcanivoracaceae","alcanivorax"
"alphaproteobacteria","hyphomicrobiales","hyphomicrobiales","reichenowia"
"gammaproteobacteria","cellvibrionales","cellvibrionaceae","maricurvus"
"dictyoglomia","dictyoglomales","dictyoglomaceae","dictyoglomus"
"acidobacteriia","acidobacteriales","acidobacteriaceae","acidobacterium"
"clostridia","eubacteriales","christensenellaceae","catabacter"
"gammaproteobacteria","enterobacterales","enterobacteriaceae","salmonella"
"cytophagia","cytophagales","cytophagaceae","runella"
"gammaproteobacteria","methylococcales","crenotrichaceae","crenothrix"
"clostridia","eubacteriales","clostridiaceae","fonticella"
"bacilli","bacillales","thermoactinomycetaceae","polycladomyces"
"actinomycetia","micrococcales","intrasporangiaceae","arsenicicoccus"
"flavobacteriia","flavobacteriales","flavobacteriaceae","algibacter"
"bacilli","bacillales","bacillaceae","piscibacillus"
"actinomycetia","micrococcales","intrasporangiaceae","lapillicoccus"
"gammaproteobacteria","thiotrichales","francisellaceae","candidatus nebulobacter"
"alphaproteobacteria","sneathiellales","sneathiellaceae","oceanibacterium"
"negativicutes","selenomonadales","sporomusaceae","dendrosporobacter"
"gammaproteobacteria","cellvibrionales","halieaceae","luminiphilus"
"betaproteobacteria","burkholderiales","comamonadaceae","verminephrobacter"
"clostridia","eubacteriales","lachnospiraceae","johnsonella"
"gammaproteobacteria","aeromonadales","aeromonadaceae","zobellella"
"bacilli","lactobacillales","carnobacteriaceae","alkalibacterium"
"actinomycetia","streptosporangiales","streptosporangiaceae","microtetraspora"
"erysipelotrichia","erysipelotrichales","erysipelotrichaceae","faecalicoccus"
"clostridia","eubacteriales","oscillospiraceae","fastidiosipila"
"cyanobacteria","nostocales","aphanizomenonaceae","nodularia"
"bacteroidia","bacteroidales","rikenellaceae","rikenella"
"gammaproteobacteria","thiotrichales","piscirickettsiaceae","piscirickettsia"
"gammaproteobacteria","gammaproteobacteria","gammaproteobacteria","koukoulia"
"clostridia","eubacteriales","vallitaleaceae","vallitalea"
"betaproteobacteria","rhodocyclales","rhodocyclaceae","dechlorobacter"
"alphaproteobacteria","rickettsiales","anaplasmataceae","neorickettsia"
"gammaproteobacteria","thiotrichales","thiotrichaceae","candidatus marithioploca"
"acidobacteriia","acidobacteriales","acidobacteriaceae","acidipila"
"bacilli","bacillales","bacillaceae","vulcanibacillus"
"actinomycetia","micrococcales","microbacteriaceae","labedella"
"clostridia","eubacteriales","lachnospiraceae","fusicatenibacter"
"bacilli","bacillales","thermoactinomycetaceae","thermoflavimicrobium"
"actinomycetia","micrococcales","micrococcaceae","yaniella"
"gammaproteobacteria","aeromonadales","succinivibrionaceae","ruminobacter"
"gammaproteobacteria","enterobacterales","enterobacteriaceae","leclercia"
"gammaproteobacteria","thiotrichales","thiotrichaceae","leucothrix"
"alphaproteobacteria","hyphomicrobiales","beijerinckiaceae","methylocella"
"bacteroidia","bacteroidales","tannerellaceae","tannerella"
"gammaproteobacteria","chromatiales","chromatiaceae","thiorhodococcus"
"bacilli","bacillales","bacillaceae","paucisalibacillus"
"actinomycetia","actinopolysporales","actinopolysporaceae","actinopolyspora"
"gammaproteobacteria","chromatiales","chromatiaceae","thiocapsa"
"gammaproteobacteria","chromatiales","ectothiorhodospiraceae","ectothiorhodosinus"
"deferribacteres","deferribacterales","deferribacteraceae","geovibrio"
"bacilli","bacillales","bacillaceae","salsuginibacillus"
"alphaproteobacteria","hyphomicrobiales","aurantimonadaceae","aurantimonas"
"clostridia","eubacteriales","lachnospiraceae","lachnoanaerobaculum"
"chlamydiia","parachlamydiales","criblamydiaceae","estrella"
"clostridia","eubacteriales","thermohalobacteraceae","brassicibacter"
"bacilli","lactobacillales","carnobacteriaceae","allofustis"
"deinococci","thermales","thermaceae","oceanithermus"
"negativicutes","veillonellales","veillonellaceae","negativicoccus"
"bacilli","lactobacillales","lactobacillales","chungangia"
"bacilli","bacillales","bacillaceae","salinibacillus"
"betaproteobacteria","neisseriales","neisseriaceae","alysiella"
"alphaproteobacteria","hyphomicrobiales","methylocystaceae","methylopila"
"actinomycetia","streptosporangiales","streptosporangiaceae","planotetraspora"
"flavobacteriia","flavobacteriales","weeksellaceae","weeksella"
"betaproteobacteria","nitrosomonadales","sterolibacteriaceae","sulfurisoma"
"clostridia","eubacteriales","oscillospiraceae","pseudoflavonifractor"
"clostridia","eubacteriales","clostridiaceae","oceanirhabdus"
"gammaproteobacteria","methylococcales","methylococcaceae","methylobacter"
"deinococci","thermales","thermaceae","vulcanithermus"
"betaproteobacteria","neisseriales","chromobacteriaceae","aquitalea"
"bacteroidia","bacteroidales","odoribacteraceae","butyricimonas"
"actinomycetia","streptosporangiales","nocardiopsaceae","marinactinospora"
"betaproteobacteria","burkholderiales","oxalobacteraceae","rugamonas"
"fusobacteriia","fusobacteriales","fusobacteriaceae","ilyobacter"
"actinomycetia","propionibacteriales","nocardioidaceae","thermasporomyces"
"alphaproteobacteria","hyphomicrobiales","hyphomicrobiaceae","aquabacter"
"actinomycetia","propionibacteriales","nocardioidaceae","micropruina"
"bacilli","lactobacillales","carnobacteriaceae","alloiococcus"
"actinomycetia","bifidobacteriales","bifidobacteriaceae","scardovia"
"actinomycetia","micrococcales","intrasporangiaceae","nostocoida type ii"
"alphaproteobacteria","rhodobacterales","roseobacteraceae","wenxinia"
"alphaproteobacteria","rhodobacterales","roseobacteraceae","roseovarius"
"gammaproteobacteria","aeromonadales","succinivibrionaceae","anaerobiospirillum"
"bacteroidia","bacteroidales","barnesiellaceae","coprobacter"
"nitrospinia","nitrospinales","nitrospinaceae","nitrospina"
"bacilli","bacillales","bacillaceae","pseudogracilibacillus"
"alphaproteobacteria","rhodobacterales","roseobacteraceae","roseicyclus"
"actinomycetia","micromonosporales","micromonosporaceae","xiangella"
"alphaproteobacteria","hyphomicrobiales","stappiaceae","pannonibacter"
"clostridia","eubacteriales","clostridiaceae","caminicella"
"deinococci","deinococcales","deinococcaceae","deinobacterium"
"flavobacteriia","flavobacteriales","flavobacteriaceae","capnocytophaga"
"gammaproteobacteria","oceanospirillales","hahellaceae","hahella"
"gammaproteobacteria","chromatiales","halothiobacillaceae","thiovirga"
"actinomycetia","jiangellales","jiangellaceae","haloactinopolyspora"
"gammaproteobacteria","oceanospirillales","saccharospirillaceae","gynuella"
"alphaproteobacteria","hyphomicrobiales","ahrensiaceae","ahrensia"
"gammaproteobacteria","alteromonadales","alteromonadaceae","catenovulum"
"cytophagia","cytophagales","cyclobacteriaceae","indibacter"
"actinomycetia","streptomycetales","streptomycetaceae","trichotomospora"
"clostridia","eubacteriales","eubacteriaceae","garciella"
"bacilli","bacillales","thermoactinomycetaceae","desmospora"
"bacilli","bacillales","thermoactinomycetaceae","marininema"
"clostridia","eubacteriales","lachnospiraceae","cellulosilyticum"
"bacilli","lactobacillales","enterococcaceae","melissococcus"
"alphaproteobacteria","rhodospirillales","rhodospirillaceae","candidatus endolissoclinum"
"betaproteobacteria","burkholderiales","sutterellaceae","parasutterella"
"alphaproteobacteria","hyphomicrobiales","bradyrhizobiaceae","afipia"
"gammaproteobacteria","enterobacterales","erwiniaceae","wigglesworthia"
"actinomycetia","micrococcales","ornithinimicrobiaceae","serinicoccus"
"cyanobacteria","synechococcales","synechococcaceae","anathece"
"cyanobacteria","nostocales","nostocaceae","nostoc"
"gammaproteobacteria","gammaproteobacteria","gammaproteobacteria","alkalimonas"
"gammaproteobacteria","oceanospirillales","endozoicomonadaceae","endozoicomonas"
"alphaproteobacteria","rhodospirillales","elioraeaceae","elioraea"
"aquificae","aquificales","hydrogenothermaceae","sulfurihydrogenibium"
"actinomycetia","micrococcales","microbacteriaceae","glaciibacter"
"gammaproteobacteria","cellvibrionales","cellvibrionaceae","umboniibacter"
"actinomycetia","micrococcales","microbacteriaceae","gryllotalpicola"
"alphaproteobacteria","rhodospirillales","acetobacteraceae","granulibacter"
"betaproteobacteria","burkholderiales","comamonadaceae","ottowia"
"thermodesulfobacteria","thermodesulfobacteriales","thermodesulfobacteriaceae","thermodesulfobacterium"
"actinomycetia","micrococcales","intrasporangiaceae","ornithinicoccus"
"flavobacteriia","flavobacteriales","schleiferiaceae","schleiferia"
"epsilonproteobacteria","campylobacterales","sulfurovaceae","nitratifractor"
"cyanobacteria","synechococcales","trichocoleusaceae","trichocoleus"
"actinomycetia","streptosporangiales","thermomonosporaceae","spirillospora"
"bacilli","bacillales","sporolactobacillaceae","pullulanibacillus"
"betaproteobacteria","burkholderiales","comamonadaceae","giesbergeria"
"gammaproteobacteria","oceanospirillales","balneatrichaceae","balneatrix"
"flavobacteriia","flavobacteriales","flavobacteriaceae","lutaonella"
"gammaproteobacteria","oceanospirillales","oceanospirillaceae","nitrincola"
"actinomycetia","bifidobacteriales","bifidobacteriaceae","parascardovia"
"bacilli","bacillales","thermoactinomycetaceae","seinonella"
"gammaproteobacteria","thiotrichales","thiotrichaceae","cocleimonas"
"betaproteobacteria","burkholderiales","burkholderiaceae","paucimonas"
"cyanobacteria","nostocales","nostocaceae","anabaena"
"thermotogae","thermotogales","fervidobacteriaceae","fervidobacterium"
"coriobacteriia","eggerthellales","eggerthellaceae","adlercreutzia"
"coriobacteriia","coriobacteriales","coriobacteriaceae","collinsella"
"alphaproteobacteria","rhodobacterales","roseobacteraceae","hwanghaeicola"
"betaproteobacteria","neisseriales","chromobacteriaceae","leeia"
"cyanobacteria","spirulinales","spirulinaceae","spirulina"
"gammaproteobacteria","oceanospirillales","halomonadaceae","halovibrio"
"betaproteobacteria","neisseriales","neisseriaceae","aquaphilus"
"gammaproteobacteria","oceanospirillales","halomonadaceae","candidatus portiera"
"deinococci","thermales","thermaceae","meiothermus"
"synergistia","synergistales","synergistaceae","aminomonas"
"sphingobacteriia","sphingobacteriales","sphingobacteriaceae","parapedobacter"
"sphingobacteriia","sphingobacteriales","sphingobacteriaceae","sphingoterrabacterium"
"gammaproteobacteria","chromatiales","chromatiaceae","thioalkalicoccus"
"actinomycetia","kineosporiales","kineosporiaceae","pseudokineococcus"
"alphaproteobacteria","holosporales","holosporaceae","candidatus paraholospora"
"cytophagia","cytophagales","cytophagaceae","leadbetterella"
"gammaproteobacteria","enterobacterales","pectobacteriaceae","dickeya"
"actinomycetia","bifidobacteriales","bifidobacteriaceae","gardnerella"
"cloacimonetes","cloacimonetes","cloacimonetes","candidatus cloacimonas"
"cytophagia","cytophagales","cyclobacteriaceae","litoribacter"
"actinomycetia","micrococcales","micrococcaceae","nesterenkonia"
"clostridia","thermosediminibacterales","tepidanaerobacteraceae","tepidanaerobacter"
"alphaproteobacteria","hyphomicrobiales","phyllobacteriaceae","pseudaminobacter"
"bacilli","lactobacillales","lactobacillaceae","fructobacillus"
"alphaproteobacteria","rhodospirillales","rhodospirillaceae","caenispirillum"
"bacilli","bacillales","paenibacillaceae","fontibacillus"
"cyanobacteria","chroococcales","microcystaceae","microcystis"
"actinomycetia","micrococcales","micrococcaceae","zhihengliuella"
"betaproteobacteria","burkholderiales","comamonadaceae","lampropedia"
"cyanobacteria","chroococcales","entophysalidaceae","chlorogloea"
"clostridia","eubacteriales","clostridiaceae","fervidicella"
"bacilli","bacillales","planococcaceae","kurthia"
"clostridia","eubacteriales","peptostreptococcaceae","intestinibacter"
"alphaproteobacteria","rhodobacterales","roseobacteraceae","dinoroseobacter"
"gammaproteobacteria","alteromonadales","alteromonadaceae","agarivorans"
"cytophagia","cytophagales","persicobacteraceae","aureibacter"
"synergistia","synergistales","synergistaceae","dethiosulfovibrio"
"actinomycetia","actinomycetales","actinomycetaceae","arcanobacterium"
"bacilli","bacillales","pasteuriaceae","pasteuria"
"alphaproteobacteria","rhodospirillales","acetobacteraceae","rhodovarius"
"betaproteobacteria","neisseriales","neisseriaceae","kingella"
"actinomycetia","micrococcales","intrasporangiaceae","kribbia"
"spirochaetia","spirochaetales","spirochaetales","exilispira"
"planctomycetia","pirellulales","pirellulaceae","rubripirellula"
"deinococci","thermales","thermaceae","marinithermus"
"cyanobacteria","oscillatoriales","cyanothecaceae","cyanothece"
"deltaproteobacteria","myxococcales","nannocystaceae","pseudenhygromyxa"
"betaproteobacteria","rhodocyclales","rhodocyclaceae","aromatoleum"
"gammaproteobacteria","chromatiales","chromatiaceae","thiococcus"
"nitrospira","nitrospirales","nitrospiraceae","candidatus magnetoovum"
"bacilli","bacillales","bacillaceae","fictibacillus"
"fusobacteriia","fusobacteriales","fusobacteriaceae","propionigenium"
"clostridia","eubacteriales","eubacteriales family xiii. incertae sedis","anaerovorax"
"alphaproteobacteria","rhodospirillales","acetobacteraceae","acidomonas"
"betaproteobacteria","neisseriales","chromobacteriaceae","paludibacterium"
"alphaproteobacteria","hyphomicrobiales","rhodovibrionaceae","pelagibius"
"cyanobacteria","chroococcales","geminocystaceae","cyanobacterium"
"cyanobacteria","chroococcales","aphanothecaceae","aphanothece"
"gammaproteobacteria","methylococcales","methylococcaceae","methylomarinum"
"actinomycetia","micrococcales","beutenbergiaceae","beutenbergia"
"betaproteobacteria","burkholderiales","comamonadaceae","hylemonella"
"alphaproteobacteria","hyphomicrobiales","hyphomicrobiaceae","filomicrobium"
"flavobacteriia","flavobacteriales","flavobacteriaceae","bizionia"
"clostridia","eubacteriales","lachnospiraceae","roseburia"
"alphaproteobacteria","maricaulales","maricaulaceae","oceanicaulis"
"betaproteobacteria","nitrosomonadales","sterolibacteriaceae","sterolibacterium"
"bacilli","lactobacillales","aerococcaceae","eremococcus"
"cyanobacteria","synechococcales","merismopediaceae","merismopedia"
"alphaproteobacteria","rhodospirillales","rhodospirillaceae","defluviicoccus"
"actinomycetia","micrococcales","bogoriellaceae","oceanitalea"
"actinomycetia","micrococcales","micrococcaceae","citricoccus"
"gammaproteobacteria","enterobacterales","enterobacteriaceae","candidatus stammerula"
"deltaproteobacteria","deltaproteobacteria","deltaproteobacteria","algidimarina"
"actinomycetia","micromonosporales","micromonosporaceae","verrucosispora"
"alphaproteobacteria","rhodobacterales","rhodobacteraceae","albidovulum"
"gammaproteobacteria","enterobacterales","enterobacteriaceae","trabulsiella"
"gammaproteobacteria","oceanospirillales","halomonadaceae","cobetia"
